2023-02-17 17:19:40 startup archives install
2023-03-29 00:03:06 status unpacked libgl1-mesa-glx:amd64 22.2.5-0ubuntu0.1~22.04.1
2023-03-29 00:03:06 status half-configured libgl1-mesa-glx:amd64 22.2.5-0ubuntu0.1~22.04.1
2023-03-29 00:03:06 status installed libgl1-mesa-glx:amd64 22.2.5-0ubuntu0.1~22.04.1
2023-03-29 00:03:06 configure libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2 <none>
2023-03-29 00:03:06 status unpacked libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2
2023-03-29 00:03:06 status half-configured libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2
2023-03-29 00:03:06 status installed libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2
2023-03-29 00:03:06 configure libcairo-gobject2:amd64 1.16.0-5ubuntu2 <none>
2023-03-29 00:03:06 status unpacked libcairo-gobject2:amd64 1.16.0-5ubuntu2
2023-03-29 00:03:06 status half-configured libcairo-gobject2:amd64 1.16.0-5ubuntu2
2023-03-29 00:03:06 status installed libcairo-gobject2:amd64 1.16.0-5ubuntu2
2023-03-29 00:03:06 configure libpangoft2-1.0-0:amd64 1.50.6+ds-2ubuntu1 <none>
2023-03-29 00:03:06 status unpacked libpangoft2-1.0-0:amd64 1.50.6+ds-2ubuntu1
2023-03-29 00:03:06 status half-configured libpangoft2-1.0-0:amd64 1.50.6+ds-2ubuntu1
2023-03-29 00:03:06 status installed libpangoft2-1.0-0:amd64 1.50.6+ds-2ubuntu1
2023-03-29 00:03:06 configure libpangocairo-1.0-0:amd64 1.50.6+ds-2ubuntu1 <none>
2023-03-29 00:03:06 status unpacked libpangocairo-1.0-0:amd64 1.50.6+ds-2ubuntu1
2023-03-29 00:03:06 status half-configured libpangocairo-1.0-0:amd64 1.50.6+ds-2ubuntu1
2023-03-29 00:03:06 status installed libpangocairo-1.0-0:amd64 1.50.6+ds-2ubuntu1
2023-03-29 00:03:06 configure gsettings-desktop-schemas:all 42.0-1ubuntu1 <none>
2023-03-29 00:03:06 status unpacked gsettings-desktop-schemas:all 42.0-1ubuntu1
2023-03-29 00:03:06 status half-configured gsettings-desktop-schemas:all 42.0-1ubuntu1
2023-03-29 00:03:06 status triggers-awaited gsettings-desktop-schemas:all 42.0-1ubuntu1
2023-03-29 00:03:06 configure gtk-update-icon-cache:amd64 3.24.33-1ubuntu2 <none>
2023-03-29 00:03:06 status unpacked gtk-update-icon-cache:amd64 3.24.33-1ubuntu2
2023-03-29 00:03:06 status half-configured gtk-update-icon-cache:amd64 3.24.33-1ubuntu2
2023-03-29 00:03:06 status installed gtk-update-icon-cache:amd64 3.24.33-1ubuntu2
2023-03-29 00:03:06 configure libxmu6:amd64 2:1.1.3-3 <none>
2023-03-29 00:03:06 status unpacked libxmu6:amd64 2:1.1.3-3
2023-03-29 00:03:06 status half-configured libxmu6:amd64 2:1.1.3-3
2023-03-29 00:03:06 status installed libxmu6:amd64 2:1.1.3-3
2023-03-29 00:03:06 configure libxaw7:amd64 2:1.0.14-1 <none>
2023-03-29 00:03:06 status unpacked libxaw7:amd64 2:1.0.14-1
2023-03-29 00:03:06 status half-configured libxaw7:amd64 2:1.0.14-1
2023-03-29 00:03:06 status installed libxaw7:amd64 2:1.0.14-1
2023-03-29 00:03:06 configure librsvg2-2:amd64 2.52.5+dfsg-3 <none>
2023-03-29 00:03:06 status unpacked librsvg2-2:amd64 2.52.5+dfsg-3
2023-03-29 00:03:06 status half-configured librsvg2-2:amd64 2.52.5+dfsg-3
2023-03-29 00:03:06 status installed librsvg2-2:amd64 2.52.5+dfsg-3
2023-03-29 00:03:06 configure libxt-dev:amd64 1:1.2.1-1 <none>
2023-03-29 00:03:06 status unpacked libxt-dev:amd64 1:1.2.1-1
2023-03-29 00:03:06 status half-configured libxt-dev:amd64 1:1.2.1-1
2023-03-29 00:03:06 status installed libxt-dev:amd64 1:1.2.1-1
2023-03-29 00:03:06 configure librsvg2-common:amd64 2.52.5+dfsg-3 <none>
2023-03-29 00:03:06 status unpacked librsvg2-common:amd64 2.52.5+dfsg-3
2023-03-29 00:03:06 status half-configured librsvg2-common:amd64 2.52.5+dfsg-3
2023-03-29 00:03:06 status installed librsvg2-common:amd64 2.52.5+dfsg-3
2023-03-29 00:03:06 status triggers-pending libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2
2023-03-29 00:03:06 configure libgdk-pixbuf2.0-bin:amd64 2.42.8+dfsg-1ubuntu0.2 <none>
2023-03-29 00:03:06 status unpacked libgdk-pixbuf2.0-bin:amd64 2.42.8+dfsg-1ubuntu0.2
2023-03-29 00:03:06 status half-configured libgdk-pixbuf2.0-bin:amd64 2.42.8+dfsg-1ubuntu0.2
2023-03-29 00:03:06 status installed libgdk-pixbuf2.0-bin:amd64 2.42.8+dfsg-1ubuntu0.2
2023-03-29 00:03:06 configure x11-utils:amd64 7.7+5build2 <none>
2023-03-29 00:03:06 status unpacked x11-utils:amd64 7.7+5build2
2023-03-29 00:03:06 status half-configured x11-utils:amd64 7.7+5build2
2023-03-29 00:03:06 status installed x11-utils:amd64 7.7+5build2
2023-03-29 00:03:06 configure libatk-wrapper-java:all 0.38.0-5build1 <none>
2023-03-29 00:03:06 status unpacked libatk-wrapper-java:all 0.38.0-5build1
2023-03-29 00:03:06 status half-configured libatk-wrapper-java:all 0.38.0-5build1
2023-03-29 00:03:06 status installed libatk-wrapper-java:all 0.38.0-5build1
2023-03-29 00:03:06 configure libatk-wrapper-java-jni:amd64 0.38.0-5build1 <none>
2023-03-29 00:03:06 status unpacked libatk-wrapper-java-jni:amd64 0.38.0-5build1
2023-03-29 00:03:06 status half-configured libatk-wrapper-java-jni:amd64 0.38.0-5build1
2023-03-29 00:03:06 status installed libatk-wrapper-java-jni:amd64 0.38.0-5build1
2023-03-29 00:03:06 configure openjdk-8-jre-headless:amd64 8u362-ga-0ubuntu1~22.04 <none>
2023-03-29 00:03:06 status unpacked openjdk-8-jre-headless:amd64 8u362-ga-0ubuntu1~22.04
2023-03-29 00:03:06 status half-configured openjdk-8-jre-headless:amd64 8u362-ga-0ubuntu1~22.04
2023-03-29 00:03:07 status installed openjdk-8-jre-headless:amd64 8u362-ga-0ubuntu1~22.04
2023-03-29 00:03:07 configure ca-certificates-java:all 20190909ubuntu1.1 <none>
2023-03-29 00:03:07 status unpacked ca-certificates-java:all 20190909ubuntu1.1
2023-03-29 00:03:07 status half-configured ca-certificates-java:all 20190909ubuntu1.1
2023-03-29 00:03:09 status triggers-awaited ca-certificates-java:all 20190909ubuntu1.1
2023-03-29 00:03:09 configure adwaita-icon-theme:all 41.0-1ubuntu1 <none>
2023-03-29 00:03:09 status unpacked adwaita-icon-theme:all 41.0-1ubuntu1
2023-03-29 00:03:09 status half-configured adwaita-icon-theme:all 41.0-1ubuntu1
2023-03-29 00:03:09 status installed adwaita-icon-theme:all 41.0-1ubuntu1
2023-03-29 00:03:09 configure openjdk-8-jdk-headless:amd64 8u362-ga-0ubuntu1~22.04 <none>
2023-03-29 00:03:09 status unpacked openjdk-8-jdk-headless:amd64 8u362-ga-0ubuntu1~22.04
2023-03-29 00:03:09 status half-configured openjdk-8-jdk-headless:amd64 8u362-ga-0ubuntu1~22.04
2023-03-29 00:03:10 status installed openjdk-8-jdk-headless:amd64 8u362-ga-0ubuntu1~22.04
2023-03-29 00:03:10 configure libgtk2.0-0:amd64 2.24.33-2ubuntu2 <none>
2023-03-29 00:03:10 status unpacked libgtk2.0-0:amd64 2.24.33-2ubuntu2
2023-03-29 00:03:10 status half-configured libgtk2.0-0:amd64 2.24.33-2ubuntu2
2023-03-29 00:03:10 status installed libgtk2.0-0:amd64 2.24.33-2ubuntu2
2023-03-29 00:03:10 configure openjdk-8-jre:amd64 8u362-ga-0ubuntu1~22.04 <none>
2023-03-29 00:03:10 status unpacked openjdk-8-jre:amd64 8u362-ga-0ubuntu1~22.04
2023-03-29 00:03:10 status half-configured openjdk-8-jre:amd64 8u362-ga-0ubuntu1~22.04
2023-03-29 00:03:10 status installed openjdk-8-jre:amd64 8u362-ga-0ubuntu1~22.04
2023-03-29 00:03:10 configure humanity-icon-theme:all 0.6.16 <none>
2023-03-29 00:03:10 status unpacked humanity-icon-theme:all 0.6.16
2023-03-29 00:03:10 status half-configured humanity-icon-theme:all 0.6.16
2023-03-29 00:03:10 status installed humanity-icon-theme:all 0.6.16
2023-03-29 00:03:10 configure libgail18:amd64 2.24.33-2ubuntu2 <none>
2023-03-29 00:03:10 status unpacked libgail18:amd64 2.24.33-2ubuntu2
2023-03-29 00:03:10 status half-configured libgail18:amd64 2.24.33-2ubuntu2
2023-03-29 00:03:10 status installed libgail18:amd64 2.24.33-2ubuntu2
2023-03-29 00:03:10 configure libgtk2.0-bin:amd64 2.24.33-2ubuntu2 <none>
2023-03-29 00:03:10 status unpacked libgtk2.0-bin:amd64 2.24.33-2ubuntu2
2023-03-29 00:03:10 status half-configured libgtk2.0-bin:amd64 2.24.33-2ubuntu2
2023-03-29 00:03:10 status installed libgtk2.0-bin:amd64 2.24.33-2ubuntu2
2023-03-29 00:03:10 configure openjdk-8-jdk:amd64 8u362-ga-0ubuntu1~22.04 <none>
2023-03-29 00:03:10 status unpacked openjdk-8-jdk:amd64 8u362-ga-0ubuntu1~22.04
2023-03-29 00:03:10 status half-configured openjdk-8-jdk:amd64 8u362-ga-0ubuntu1~22.04
2023-03-29 00:03:10 status installed openjdk-8-jdk:amd64 8u362-ga-0ubuntu1~22.04
2023-03-29 00:03:10 configure libgail-common:amd64 2.24.33-2ubuntu2 <none>
2023-03-29 00:03:10 status unpacked libgail-common:amd64 2.24.33-2ubuntu2
2023-03-29 00:03:10 status half-configured libgail-common:amd64 2.24.33-2ubuntu2
2023-03-29 00:03:10 status installed libgail-common:amd64 2.24.33-2ubuntu2
2023-03-29 00:03:10 configure ubuntu-mono:all 20.10-0ubuntu2 <none>
2023-03-29 00:03:10 status unpacked ubuntu-mono:all 20.10-0ubuntu2
2023-03-29 00:03:10 status half-configured ubuntu-mono:all 20.10-0ubuntu2
2023-03-29 00:03:11 status installed ubuntu-mono:all 20.10-0ubuntu2
2023-03-29 00:03:11 trigproc man-db:amd64 2.10.2-1 <none>
2023-03-29 00:03:11 status half-configured man-db:amd64 2.10.2-1
2023-03-29 00:03:11 status installed man-db:amd64 2.10.2-1
2023-03-29 00:03:11 trigproc ca-certificates:all 20211016ubuntu0.22.04.1 <none>
2023-03-29 00:03:11 status half-configured ca-certificates:all 20211016ubuntu0.22.04.1
2023-03-29 00:03:11 status installed ca-certificates-java:all 20190909ubuntu1.1
2023-03-29 00:03:12 status installed ca-certificates:all 20211016ubuntu0.22.04.1
2023-03-29 00:03:12 trigproc libglib2.0-0:amd64 2.72.4-0ubuntu1 <none>
2023-03-29 00:03:12 status half-configured libglib2.0-0:amd64 2.72.4-0ubuntu1
2023-03-29 00:03:12 status installed gsettings-desktop-schemas:all 42.0-1ubuntu1
2023-03-29 00:03:12 status installed libglib2.0-0:amd64 2.72.4-0ubuntu1
2023-03-29 00:03:12 trigproc libc-bin:amd64 2.35-0ubuntu3.1 <none>
2023-03-29 00:03:12 status half-configured libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 00:03:12 status installed libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 00:03:12 configure at-spi2-core:amd64 2.44.0-3 <none>
2023-03-29 00:03:12 status unpacked at-spi2-core:amd64 2.44.0-3
2023-03-29 00:03:12 status half-configured at-spi2-core:amd64 2.44.0-3
2023-03-29 00:03:12 status installed at-spi2-core:amd64 2.44.0-3
2023-03-29 00:03:12 trigproc libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2 <none>
2023-03-29 00:03:12 status half-configured libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2
2023-03-29 00:03:12 status installed libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2
2023-03-29 06:21:33 startup archives unpack
2023-03-29 06:21:34 upgrade tar:amd64 1.34+dfsg-1build3 1.34+dfsg-1ubuntu0.1.22.04.1
2023-03-29 06:21:34 status half-configured tar:amd64 1.34+dfsg-1build3
2023-03-29 06:21:34 status unpacked tar:amd64 1.34+dfsg-1build3
2023-03-29 06:21:34 status half-installed tar:amd64 1.34+dfsg-1build3
2023-03-29 06:21:34 status triggers-pending man-db:amd64 2.10.2-1
2023-03-29 06:21:34 status unpacked tar:amd64 1.34+dfsg-1ubuntu0.1.22.04.1
2023-03-29 06:21:34 startup packages configure
2023-03-29 06:21:34 configure tar:amd64 1.34+dfsg-1ubuntu0.1.22.04.1 <none>
2023-03-29 06:21:34 status unpacked tar:amd64 1.34+dfsg-1ubuntu0.1.22.04.1
2023-03-29 06:21:34 status half-configured tar:amd64 1.34+dfsg-1ubuntu0.1.22.04.1
2023-03-29 06:21:34 status installed tar:amd64 1.34+dfsg-1ubuntu0.1.22.04.1
2023-03-29 06:21:34 startup packages configure
2023-03-29 06:21:34 trigproc man-db:amd64 2.10.2-1 <none>
2023-03-29 06:21:34 status half-configured man-db:amd64 2.10.2-1
2023-03-29 06:21:34 status installed man-db:amd64 2.10.2-1
2023-03-29 06:21:40 startup archives unpack
2023-03-29 06:21:40 upgrade systemd-timesyncd:amd64 249.11-0ubuntu3.6 249.11-0ubuntu3.7
2023-03-29 06:21:40 status half-configured systemd-timesyncd:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:40 status unpacked systemd-timesyncd:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:40 status half-installed systemd-timesyncd:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:40 status triggers-pending dbus:amd64 1.12.20-2ubuntu4.1
2023-03-29 06:21:40 status triggers-pending man-db:amd64 2.10.2-1
2023-03-29 06:21:40 status unpacked systemd-timesyncd:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:40 upgrade systemd-sysv:amd64 249.11-0ubuntu3.6 249.11-0ubuntu3.7
2023-03-29 06:21:40 status half-configured systemd-sysv:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:40 status unpacked systemd-sysv:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:40 status half-installed systemd-sysv:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:41 status unpacked systemd-sysv:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:41 upgrade libnss-systemd:amd64 249.11-0ubuntu3.6 249.11-0ubuntu3.7
2023-03-29 06:21:41 status triggers-pending libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:21:41 status half-configured libnss-systemd:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:41 status unpacked libnss-systemd:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:41 status half-installed libnss-systemd:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:41 status unpacked libnss-systemd:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:41 upgrade libpam-systemd:amd64 249.11-0ubuntu3.6 249.11-0ubuntu3.7
2023-03-29 06:21:41 status half-configured libpam-systemd:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:41 status unpacked libpam-systemd:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:41 status half-installed libpam-systemd:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:41 status unpacked libpam-systemd:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:41 upgrade systemd:amd64 249.11-0ubuntu3.6 249.11-0ubuntu3.7
2023-03-29 06:21:41 status half-configured systemd:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:41 status unpacked systemd:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:41 status half-installed systemd:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:42 status unpacked systemd:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:42 upgrade libsystemd0:amd64 249.11-0ubuntu3.6 249.11-0ubuntu3.7
2023-03-29 06:21:42 status half-configured libsystemd0:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:42 status unpacked libsystemd0:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:42 status half-installed libsystemd0:amd64 249.11-0ubuntu3.6
2023-03-29 06:21:42 status unpacked libsystemd0:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:42 startup packages configure
2023-03-29 06:21:42 configure libsystemd0:amd64 249.11-0ubuntu3.7 <none>
2023-03-29 06:21:42 status unpacked libsystemd0:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:42 status half-configured libsystemd0:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:42 status installed libsystemd0:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:42 startup packages configure
2023-03-29 06:21:42 configure systemd:amd64 249.11-0ubuntu3.7 <none>
2023-03-29 06:21:42 status unpacked systemd:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:42 status half-configured systemd:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:44 status installed systemd:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:44 configure systemd-timesyncd:amd64 249.11-0ubuntu3.7 <none>
2023-03-29 06:21:44 status unpacked systemd-timesyncd:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:44 status half-configured systemd-timesyncd:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:45 status installed systemd-timesyncd:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:45 configure systemd-sysv:amd64 249.11-0ubuntu3.7 <none>
2023-03-29 06:21:45 status unpacked systemd-sysv:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:45 status half-configured systemd-sysv:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:45 status installed systemd-sysv:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:45 configure libnss-systemd:amd64 249.11-0ubuntu3.7 <none>
2023-03-29 06:21:45 status unpacked libnss-systemd:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:45 status half-configured libnss-systemd:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:45 status installed libnss-systemd:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:45 configure libpam-systemd:amd64 249.11-0ubuntu3.7 <none>
2023-03-29 06:21:45 status unpacked libpam-systemd:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:45 status half-configured libpam-systemd:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:46 status installed libpam-systemd:amd64 249.11-0ubuntu3.7
2023-03-29 06:21:46 trigproc man-db:amd64 2.10.2-1 <none>
2023-03-29 06:21:46 status half-configured man-db:amd64 2.10.2-1
2023-03-29 06:21:46 status installed man-db:amd64 2.10.2-1
2023-03-29 06:21:46 trigproc dbus:amd64 1.12.20-2ubuntu4.1 <none>
2023-03-29 06:21:46 status half-configured dbus:amd64 1.12.20-2ubuntu4.1
2023-03-29 06:21:46 status installed dbus:amd64 1.12.20-2ubuntu4.1
2023-03-29 06:21:46 trigproc libc-bin:amd64 2.35-0ubuntu3.1 <none>
2023-03-29 06:21:46 status half-configured libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:21:46 status installed libc-bin:amd64 2.35-0ubuntu3.1
2023-03-29 06:21:53 startup archives unpack
2023-03-29 06:21:53 upgrade rsync:amd64 3.2.3-8ubuntu3.1 3.2.7-0ubuntu0.22.04.2
2023-03-29 06:21:53 status half-configured rsync:amd64 3.2.3-8ubuntu3.1
2023-03-29 06:21:53 status unpacked rsync:amd64 3.2.3-8ubuntu3.1
2023-03-29 06:21:53 status half-installed rsync:amd64 3.2.3-8ubuntu3.1
2023-03-29 06:21:53 status triggers-pending man-db:amd64 2.10.2-1
2023-03-29 06:21:53 status unpacked rsync:amd64 3.2.7-0ubuntu0.22.04.2
2023-03-29 06:21:53 startup packages configure
2023-03-29 06:21:53 configure rsync:amd64 3.2.7-0ubuntu0.22.04.2 <none>
2023-03-29 06:21:53 status unpacked rsync:amd64 3.2.7-0ubuntu0.22.04.2
2023-03-29 06:21:53 status half-configured rsync:amd64 3.2.7-0ubuntu0.22.04.2
2023-03-29 06:21:55 status installed rsync:amd64 3.2.7-0ubuntu0.22.04.2
2023-03-29 06:21:55 trigproc man-db:amd64 2.10.2-1 <none>
2023-03-29 06:21:55 status half-configured man-db:amd64 2.10.2-1
2023-03-29 06:21:55 status installed man-db:amd64 2.10.2-1
2023-03-29 06:22:00 startup archives unpack
2023-03-29 06:22:00 install linux-modules-5.15.0-69-generic:amd64 <none> 5.15.0-69.76
2023-03-29 06:22:00 status half-installed linux-modules-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:03 status unpacked linux-modules-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:03 install linux-image-5.15.0-69-generic:amd64 <none> 5.15.0-69.76
2023-03-29 06:22:03 status half-installed linux-image-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:03 status unpacked linux-image-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:04 install linux-modules-extra-5.15.0-69-generic:amd64 <none> 5.15.0-69.76
2023-03-29 06:22:04 status half-installed linux-modules-extra-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:16 status unpacked linux-modules-extra-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:16 upgrade linux-generic:amd64 5.15.0.60.58 5.15.0.69.67
2023-03-29 06:22:16 status half-configured linux-generic:amd64 5.15.0.60.58
2023-03-29 06:22:17 status unpacked linux-generic:amd64 5.15.0.60.58
2023-03-29 06:22:17 status half-installed linux-generic:amd64 5.15.0.60.58
2023-03-29 06:22:17 status unpacked linux-generic:amd64 5.15.0.69.67
2023-03-29 06:22:17 upgrade linux-image-generic:amd64 5.15.0.60.58 5.15.0.69.67
2023-03-29 06:22:17 status half-configured linux-image-generic:amd64 5.15.0.60.58
2023-03-29 06:22:17 status unpacked linux-image-generic:amd64 5.15.0.60.58
2023-03-29 06:22:17 status half-installed linux-image-generic:amd64 5.15.0.60.58
2023-03-29 06:22:17 status unpacked linux-image-generic:amd64 5.15.0.69.67
2023-03-29 06:22:17 install linux-headers-5.15.0-69:all <none> 5.15.0-69.76
2023-03-29 06:22:17 status half-installed linux-headers-5.15.0-69:all 5.15.0-69.76
2023-03-29 06:22:32 status unpacked linux-headers-5.15.0-69:all 5.15.0-69.76
2023-03-29 06:22:32 install linux-headers-5.15.0-69-generic:amd64 <none> 5.15.0-69.76
2023-03-29 06:22:32 status half-installed linux-headers-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:36 status unpacked linux-headers-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:36 upgrade linux-headers-generic:amd64 5.15.0.60.58 5.15.0.69.67
2023-03-29 06:22:36 status half-configured linux-headers-generic:amd64 5.15.0.60.58
2023-03-29 06:22:36 status unpacked linux-headers-generic:amd64 5.15.0.60.58
2023-03-29 06:22:36 status half-installed linux-headers-generic:amd64 5.15.0.60.58
2023-03-29 06:22:36 status unpacked linux-headers-generic:amd64 5.15.0.69.67
2023-03-29 06:22:36 startup packages configure
2023-03-29 06:22:36 configure linux-headers-5.15.0-69:all 5.15.0-69.76 <none>
2023-03-29 06:22:36 status unpacked linux-headers-5.15.0-69:all 5.15.0-69.76
2023-03-29 06:22:36 status half-configured linux-headers-5.15.0-69:all 5.15.0-69.76
2023-03-29 06:22:36 status installed linux-headers-5.15.0-69:all 5.15.0-69.76
2023-03-29 06:22:36 configure linux-headers-5.15.0-69-generic:amd64 5.15.0-69.76 <none>
2023-03-29 06:22:36 status unpacked linux-headers-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:36 status half-configured linux-headers-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:36 status installed linux-headers-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:36 configure linux-headers-generic:amd64 5.15.0.69.67 <none>
2023-03-29 06:22:36 status unpacked linux-headers-generic:amd64 5.15.0.69.67
2023-03-29 06:22:36 status half-configured linux-headers-generic:amd64 5.15.0.69.67
2023-03-29 06:22:36 status installed linux-headers-generic:amd64 5.15.0.69.67
2023-03-29 06:22:36 configure linux-image-5.15.0-69-generic:amd64 5.15.0-69.76 <none>
2023-03-29 06:22:36 status unpacked linux-image-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:36 status half-configured linux-image-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:43 status installed linux-image-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:43 status triggers-pending linux-image-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:43 configure linux-modules-extra-5.15.0-69-generic:amd64 5.15.0-69.76 <none>
2023-03-29 06:22:43 status unpacked linux-modules-extra-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:43 status half-configured linux-modules-extra-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:49 status installed linux-modules-extra-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:49 configure linux-modules-5.15.0-69-generic:amd64 5.15.0-69.76 <none>
2023-03-29 06:22:49 status unpacked linux-modules-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:49 status half-configured linux-modules-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:52 status installed linux-modules-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:22:52 configure linux-image-generic:amd64 5.15.0.69.67 <none>
2023-03-29 06:22:52 status unpacked linux-image-generic:amd64 5.15.0.69.67
2023-03-29 06:22:52 status half-configured linux-image-generic:amd64 5.15.0.69.67
2023-03-29 06:22:52 status installed linux-image-generic:amd64 5.15.0.69.67
2023-03-29 06:22:52 configure linux-generic:amd64 5.15.0.69.67 <none>
2023-03-29 06:22:52 status unpacked linux-generic:amd64 5.15.0.69.67
2023-03-29 06:22:52 status half-configured linux-generic:amd64 5.15.0.69.67
2023-03-29 06:22:52 status installed linux-generic:amd64 5.15.0.69.67
2023-03-29 06:22:52 trigproc linux-image-5.15.0-69-generic:amd64 5.15.0-69.76 <none>
2023-03-29 06:22:52 status half-configured linux-image-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:23:41 status installed linux-image-5.15.0-69-generic:amd64 5.15.0-69.76
2023-03-29 06:23:48 startup archives unpack
2023-03-29 06:23:48 upgrade vim:amd64 2:8.2.3995-1ubuntu2.3 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:48 status half-configured vim:amd64 2:8.2.3995-1ubuntu2.3
2023-03-29 06:23:48 status unpacked vim:amd64 2:8.2.3995-1ubuntu2.3
2023-03-29 06:23:48 status half-installed vim:amd64 2:8.2.3995-1ubuntu2.3
2023-03-29 06:23:48 status unpacked vim:amd64 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:48 upgrade vim-tiny:amd64 2:8.2.3995-1ubuntu2.3 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:48 status half-configured vim-tiny:amd64 2:8.2.3995-1ubuntu2.3
2023-03-29 06:23:48 status unpacked vim-tiny:amd64 2:8.2.3995-1ubuntu2.3
2023-03-29 06:23:48 status half-installed vim-tiny:amd64 2:8.2.3995-1ubuntu2.3
2023-03-29 06:23:48 status unpacked vim-tiny:amd64 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:48 upgrade vim-runtime:all 2:8.2.3995-1ubuntu2.3 2:8.2.3995-1ubuntu2.4
2023-03-29 06:23:48 status half-configured vim-runtime:all 2:8.2.3995-1ubuntu2.3
2023-03-29 06:23:48 status unpacked vim-runtime:all 2:8.2.3995-1ubuntu2.3
